タイトル,ふりがな,分類,現市町村,伝承地,キーワード,話者,採集者,引用,著者,論文名,著者・編者,文献名,出版社,和暦,西暦,リンク,県図書,デジコレ,備考
高天原と天の岩屋戸/11,たかまがはらとてんのいわやと/11,伝説,,高千穂町,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
天孫降臨と高千穗/14,天孫降臨と高千穗/14,伝説,,高千穂町,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
霧島（天の逆鉾の由來）/16,きりしま（てんのさかほこのよしき）/16,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
高千穗/20,高千穗/20,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
天の眞名井/22,天の眞名井/22,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
天孫と不蒔田/24,天孫と不蒔田/24,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
二上山と洞窟/26,二上山と洞窟/26,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
天孫と高城山/28,天孫と高城山/28,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
西都原（逢初川と妻園）/29,西都原（逢初川と妻園）/29,伝説,西都市,西都市,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
都萬神社と片目の鮒/35,つまじんじゃとかためのふな/35,伝説,西都市,西都市,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
磐長姫と米良銀鏡神社/37,磐長姫と米良銀鏡神社/37,伝説,西都市,西都市,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
神代時代の米良/41,神代時代の米良/41,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
木花咲耶姫命と木花の遺蹟/42,このはなさくやひめのみことときばなのいせき,伝説,宮崎市,宮崎市,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
可愛山陵の傳説/44,可愛山陵の傳説/44,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
洞岳權現とその附近/46,洞岳權現とその附近/46,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
大己貴命と三輪神社/48,大己貴命と三輪神社/48,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
かうもり岩屋の由來/49,かうもり岩屋の由來/49,伝説,,,こうもり、蝙蝠,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
青島（海の幸、山の幸）/50,青島（海の幸、山の幸）/50,伝説,宮崎市,宮崎市,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
高屋山上陵の傳説/58,高屋山上陵の傳説/58,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
鵜戸神宮（岩屋の傳説）/60,うどじんぐう（いわやのつたうせつ）/60,伝説,日南市,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
鵜戸飴の由來/64,鵜戸飴の由來/64,伝説,日南市,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
玉依姫命と宮浦神社/65,玉依姫命と宮浦神社/65,伝説,日南市,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
速日の峰/66,速日の峰/66,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
饒速日命と天磐船/67,ぎょうすみやかひいのちとてんいわふね/67,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
御毛沼命と鬼八塚/69,御毛沼命と鬼八塚/69,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
神武天皇御誕生地（皇子原と狹野神社）/74,じんむてんのうおたんじょうち（おうじばらとさのじんじゃ）/74,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
四皇子ケ峯/77,四皇子ケ峯/77,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
佐野原と鵜戸の吹毛井/78,さのはらとうどのふきげい/78,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
皇居屋（神武天皇御皇居の址）/80,皇居屋（神武天皇御皇居の址）/80,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
宮崎神宮（宮崎の宮と御東遷の御議）/83,宮崎神宮（宮崎の宮と御東遷の御議）/83,伝説,,宮崎市,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
吾平津姫命と御巡幸の聖地/86,吾平津姫命と御巡幸の聖地/86,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
神武天皇御東遷の御聖蹟/88,神武天皇御東遷の御聖蹟/88,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
神武天皇と搗き入れ餠（美々津の御船出と腰掛石の由來）/91,じんむてんのうとつきいれもち（みみつのごふなでとこしかけごくのよしき）/91,伝説,,,,,,,,,松山敏,神代の史蹟と日向の伝説　神の国伝説の国物語,文華堂,昭和17,1942,https://dl.ndl.go.jp/pid/1055755,,,
鬼八伝説,きはちでんせつ,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
皸の童子,ひびのどうじ,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
夢買ひの長者,夢買ひの長者,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
炭燒小五郞,すみしょうしょう五郞,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
椎葉村ものがたり,椎葉村ものがたり,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
河童の遠征,かっぱのえんせい,"昔話, 伝説",,,河童、,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
人柱のお姫さま,人柱のお姫さま,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
和尚さんと河童,和尚さんと河童,"昔話, 伝説",,,河童、,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
生きてゐる龍,生きてゐる龍,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
盲目の法師と娘,もうもくのほうしとむすめ,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
親へび子へび,おやへびごへび,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
櫻の童子,櫻の童子,"昔話, 伝説",,,,,,,,,中村地平,河童の遠征,翼賛出版協会,昭和19年,1944,,,,
,,,,,,,,,,,日本放送協会,日本昔話名彙,日本放送出版協会,昭和23,1948,,,,
,,,,,,,,,,,松田仙峡,北方郷土読本,光風文化会,昭和24,1949,,,,
,,,,,,,,,,,日本放送協会,日本伝説名彙,日本放送出版協会,昭和25,1950,,,,
,,,,,,,,,,,大久保源右衛門,日向古今物語　上,大久保源右衛門,昭和28,1953,,,,
天村雲命,天村雲命,伝説,,西臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
鬼八伝説,きはちでんせつ,伝説,,西臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
皸の童子,皸の童子,伝説,,西臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
神をまもる大蛇,かみをまもるだいじゃ,伝説,,西臼杵郡,蛇、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
夢買いの長者,夢買いの長者,伝説,,西臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
霊力のある武士,霊力のある武士,伝説,,西臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
お金ヶ浜とお倉ヶ浜,お金ヶ浜とお倉ヶ浜,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
朝鮮王の漂着,朝鮮王の漂着,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
琴塚の山姥,琴塚の山姥,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
こがねの農具,こがねの農具,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
椎葉物語,椎葉物語,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
仙千代哀話,せんちよあいわ,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
塩焼と鶏,しおやきとにわとり,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
人柱のお姫様,ひとばしらのおひめさま,伝説,,東臼杵郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
河童の遠征,河童の遠征,伝説,,東臼杵郡,河童、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
ひょうすぼどん,ひょうすぼどん,伝説,,東臼杵郡,河童、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
搗入れ餅,つきいれもち,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
大根川の由来,大根川の由来,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
子見ずの池,子見ずの池,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
白帆の嫌いな権現さま,白帆の嫌いな権現さま,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
桜川物語,桜川物語,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
冷泉と弘法大師,れいせんとこうぼうだいし,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
稚児ヶ池と長千代丸,稚児ヶ池と長千代丸,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
美少年と短冊,美少年と短冊,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
和尚さんと河童,和尚さんと河童,伝説,,児湯郡,河童、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
生きている龍,いきているりゅう,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
神龍の絵,神龍の絵,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
神石三ヶ月さま,じんせき三かげつさま,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
米良のあさよむ,米良のあさよむ,伝説,,児湯郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
田野の百済王,田野の百済王,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
水無川,みずなしがわ,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
景清伝説,かげきよでんせつ,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
安姫と猿楽役者,安姫と猿楽役者,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
緋の片袖,緋の片袖,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
白蛇の恵み,白蛇の恵み,伝説,宮崎市,宮崎市,蛇、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
大蜘蛛の怪,大蜘蛛の怪,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
跡江の半平どん,あとえのはんぺんどん,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
志津摩物語,志津摩物語,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
刀工鬼正,刀工鬼正,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
州におりた鶴,州におりた鶴,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
水かけ地蔵,水かけ地蔵,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
元町橋の怪,元町橋の怪,伝説,宮崎市,宮崎市,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
法華嶽薬師由来,法華嶽薬師由来,伝説,国富町,東諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
和泉式部物語,和泉式部物語,伝説,国富町,東諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
静女の身投,しずめのみなげ,伝説,,北諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
若宮の死,若宮の死,伝説,,北諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
神さまと鎌,かみさまとかま,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
白鳥神社の白旗,白鳥神社の白旗,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
仁王様と大豆,におうさまとだいず,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
お浪ヶ池,おなみヶいけ,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
山猫のいる坂,山猫のいる坂,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
蛇ヶ淵,蛇ヶ淵,伝説,,西諸県郡,蛇、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
飯野の風穴,飯野の風穴,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
継子滝,継子滝,伝説,,西諸県郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
太腹観音,ふとはらかんのん,伝説,日南市,南那珂郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
弘法の泉,弘法の泉,伝説,日南市,南那珂郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
ちじゆ様と泉,ちじゆ様と泉,伝説,日南市,南那珂郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
銀の杖,銀の杖,伝説,日南市,南那珂郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
親へび子へび,おやへびごへび,伝説,日南市,南那珂郡,蛇、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
蛇王権現,蛇王権現,伝説,日南市,南那珂郡,蛇、,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
戦国時代の日向武士,戦国時代の日向武士,伝説,日南市,南那珂郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
赤づら法印,赤づら法印,伝説,日南市,南那珂郡,,,,,,,中村地平,日向民話集 日向文庫　10,日向文庫刊行会,昭和29,1954,,,,
